itemonagendaid,GL_rec
14060780,For
14060781,For
14060782,For
14060783,For
14060784,For
14060785,For
8058579,For
8058580,Withhold
8058581,For
8058582,For
8058583,For
8058578,Withhold
8058584,For
8058585,Withhold
8058586,For
7667149,For
7667158,For
7667150,For
7667151,For
7667152,Withhold
7667153,For
7667154,For
7667155,For
7667156,Withhold
7667157,Withhold
7667159,For
7667160,Withhold
7667161,For
8378134,For
8378143,For
8378135,Withhold
8378136,For
8378137,For
8378138,Withhold
8378139,For
8378140,Withhold
8378141,Withhold
8378142,For
8378144,Withhold
8378145,For
8378146,1 Year
8378147,For
7319082,Withhold
7319083,Withhold
7319084,For
7319085,For
7626910,For
7626911,For
7626912,For
7626913,For
7975071,For
7975072,For
7975073,For
7975074,For
7975075,For
8313665,For
8313666,For
8313667,For
8313668,For
8313669,For
8313670,For
8313671,1 Year
8677365,For
8677366,For
8677367,For
8677368,For
8677369,For
9143228,For
9143229,For
9143230,For
9143242,For
9143243,For
10072892,For
10072893,For
10072894,For
10072895,For
10072896,For
10072897,For
10072898,For
10072899,For
10072900,For
10072901,For
10620823,For
10620824,For
10620825,For
10620826,For
11201112,For
11201113,For
11201114,For
11201115,For
11201116,For
11201117,For
11201118,For
11201119,1 Year
7644360,For
7644361,For
7644362,For
7988246,For
7988247,For
7988248,For
7988249,For
7564014,For
7564015,For
7564016,For
7564017,For
7564018,For
7911060,For
7911061,Withhold
7911062,For
7911063,For
7911064,For
7911065,For
7911066,For
11050312,For
11050313,For
11050314,For
11050315,For
11050316,For
11050317,1 Year
11760100,For
11760101,For
11760102,For
11760103,For
11760104,For
11760105,For
12473695,For
12473696,For
12473697,For
12473698,For
12473699,Against
12473700,For
8250524,For
8250525,For
8250526,For
8250527,For
8250528,1 Year
7307635,For
7307636,For
7307637,For
7307638,For
7307639,For
7307640,For
7307641,For
7638228,For
7638229,For
7638230,For
7638231,For
9096013,For
9096014,Withhold
9096015,For
9096016,For
9096017,For
9096018,For
9096019,For
9096020,For
9096021,For
9096022,For
9523789,For
9523790,Withhold
9523791,For
9523792,For
9523793,For
9523794,For
9523795,For
9523796,For
9523797,For
9523798,For
9523799,For
9979707,For
9979716,For
9979708,For
9979709,Withhold
9979710,For
9979711,For
9979712,For
9979713,For
9979714,For
9979715,For
9979717,For
9979718,For
10512246,For
10512255,For
10512247,For
10512248,Withhold
10512249,For
10512250,For
10512251,For
10512252,For
10512253,For
10512254,For
10512256,For
10512257,For
11099936,For
11099945,For
11099937,For
11099938,Withhold
11099939,For
11099940,For
11099941,For
11099942,For
11099943,For
11099944,For
11099946,For
11099947,1 Year
11099948,For
11796951,For
11796960,For
11796952,For
11796953,Withhold
11796954,For
11796955,For
11796956,For
11796957,For
11796958,For
11796959,For
11796966,For
11796967,For
11796968,Against
11796969,Against
11796970,For
11796971,For
12511265,For
12511266,For
12511267,Withhold
12511268,For
12511269,For
12511270,For
12511271,For
12511272,For
12511273,For
12511274,For
12511275,For
13198289,For
13198290,For
13198291,Withhold
13198292,For
13198293,For
13198294,For
13198295,For
13198296,For
13198297,For
13198298,For
13198299,For
13909583,For
13909584,For
13909585,Withhold
13909586,For
13909587,For
13909588,For
13909589,For
13909590,For
13909591,For
13909592,For
13909593,For
8351017,For
8351018,Withhold
8351019,For
8351020,For
8351021,1 Year
11940004,Against
11940005,For
13479177,For
13479178,For
13479179,For
13479180,For
13479181,For
13479182,For
13479183,For
13479184,For
13479185,For
13479186,For
13479187,For
13479188,Against
13479191,Against
14131981,For
14131982,For
14131983,For
14131984,For
14131985,For
14131986,For
14131987,For
14131988,For
14131989,For
14131990,For
14131991,For
14131992,For
14131993,Against
14131994,For
7299371,For
7299380,For
7299372,Withhold
7299373,For
7299374,For
7299375,For
7299376,For
7299377,For
7299378,For
7299379,Withhold
7299381,For
7658241,Withhold
7658250,Withhold
7658242,Withhold
7658243,For
7658244,For
7658245,Withhold
7658246,For
7658247,For
7658248,For
7658249,Withhold
7658251,For
7998372,For
7998381,For
7998373,For
7998374,For
7998375,For
7998376,For
7998377,For
7998378,For
7998379,For
7998380,For
7998382,Against
7998383,For
7998384,For
11744695,For
11744696,For
11744697,For
11744698,For
11744699,For
11744700,For
12469675,For
12469676,For
12469677,For
12469678,For
12469679,1 Year
12469680,For
7606248,For
7606249,For
7606250,For
7606251,For
7606252,For
7606253,For
7606254,Against
7961551,For
7961552,For
7961553,For
7961554,For
7961555,For
7280300,Against
7280301,Against
7280302,Against
7280303,Against
7280304,Against
7280305,For
7280307,Against
7280308,Against
7280309,For
7280310,Against
7280311,Against
7280312,For
7280313,For
7280314,For
7280315,For
7280316,Against
7280317,Against
7280318,Against
7280319,Against
7280320,Against
7280321,Against
7280322,Against
7280323,Against
7280324,For
7280340,For
7304477,For
7622822,Against
7622823,Against
7622826,Against
7622827,For
7622828,Against
7622829,Against
7622852,For
7622830,For
7622831,Against
7622853,For
7622832,Against
7622834,For
7622835,For
7622854,For
7622836,For
7622856,For
7622857,Against
7622837,Against
7622838,Against
7622839,Against
7622840,Against
7622841,Against
7622842,Against
7622843,For
7622844,For
7622845,For
7965599,Against
7965600,For
7965601,For
7965602,Against
7965603,Against
7965604,For
7965605,For
7965606,Against
7965607,For
7965608,Against
7965609,For
7965610,For
7965611,For
7965612,For
7965613,For
7965614,For
7965615,Against
7965616,For
7965617,Against
7965618,For
7965619,For
7965620,Against
7965621,Against
7965622,Against
7965623,For
7965624,Against
7965625,For
8288206,Against
8288207,For
8288208,For
8288209,Against
8288210,For
8288211,For
8288212,Against
8288213,For
8288214,Against
8288215,For
8288216,For
8288217,For
8288218,For
8288219,For
8288220,For
8288221,For
8288222,For
8288223,For
8288224,1 Year
8288225,For
8288226,Against
8288227,Against
8288228,Against
8288229,For
8288230,For
8655635,For
8655636,Against
8655637,For
8655638,For
8655639,For
8655640,Against
8655641,For
8655642,For
8655643,For
8655644,Against
8655645,Against
8655646,For
8655647,For
8655648,For
8655649,Against
8655650,Against
8655651,Against
8655652,Against
8655653,For
9134248,For
9134249,For
9134250,Against
9134251,For
9134252,Against
9134253,For
9134254,For
9134255,For
9134256,For
9134257,For
9134258,For
9134259,For
9134260,For
9134261,For
9134262,Against
9134263,Against
9134264,Against
9561117,For
9561118,For
9561119,For
9561120,For
9561121,For
9561122,For
9561123,Against
9561124,For
9561125,For
9561126,For
9561127,For
9561128,For
9561129,For
9561130,For
9561131,For
9561139,Against
9561140,For
9561160,Against
9561169,Against
9561177,Against
9561188,Against
10039362,For
10039363,For
10039364,For
10039365,For
10039366,For
10039367,For
10039368,For
10039369,For
10039370,For
10039371,For
10039372,For
10039373,For
10039374,For
10039375,For
10039376,Against
10039377,For
10039378,For
10039379,For
10039428,Against
10039429,Against
10039430,Against
10580724,For
10580725,For
10580726,For
10580727,For
10580728,For
10580729,For
10580730,For
10580731,For
10580732,For
10580733,For
10580734,For
10580735,For
10580736,For
10580737,For
10581651,For
10581652,For
10580744,For
10580745,Against
10580781,For
10580782,For
10580801,Against
10580810,Against
10580820,For
10580846,Against
10580871,Against
11162582,For
11162583,For
11162584,For
11162585,For
11162586,For
11162587,For
11162588,For
11162589,For
11162590,For
11162591,For
11162592,For
11162593,For
11162594,For
11162595,For
11162596,For
11162597,For
11162598,For
11162599,1 Year
11162600,For
11162601,For
11162602,Against
11162603,Against
11162604,Against
11867245,For
11867246,For
11867247,For
11867248,For
11867249,For
11867250,For
11867251,For
11867252,For
11867253,For
11867254,For
11867255,For
11867256,For
11867257,For
11867258,For
11867259,For
11867260,For
11867261,For
11867262,For
11867263,For
11867264,Against
11867265,Against
11867266,Against
11867267,Against
11867268,Against
11867269,For
12566573,For
12566574,For
12566575,For
12566576,For
12566577,For
12566578,For
12566579,For
12566580,For
12566581,For
12566582,For
12566583,For
12566584,For
12566585,For
12566586,For
12566587,For
12566588,For
12566589,For
12566590,For
12566591,Against
12566592,Against
12566593,For
13272724,For
13272725,For
13272726,For
13272727,For
13272728,For
13272729,For
13272730,For
13272731,For
13272732,For
13272733,For
13272734,For
13272735,For
13272736,For
13272737,For
13272738,For
13272739,For
13272740,For
13272741,For
13272742,For
13273613,Against
13273615,Against
13273616,Against
13995052,For
13995053,For
13995054,For
13995055,For
13995056,For
13995057,For
13995058,For
13995059,For
13995060,For
13995061,For
13995062,For
13995063,For
13995064,For
13995065,For
13995067,For
13995068,For
13995070,For
13995071,For
13995072,For
13995073,Against
13995084,Against
13995093,Against
13995107,For
13995109,For
13995112,Against
7275884,For
7275893,For
7275885,For
7275903,For
7275886,For
7275887,Withhold
7275888,For
7275889,For
7275890,For
7275891,For
7275892,For
7275894,For
7275895,For
7275896,For
7275897,For
7275898,For
7275899,For
7275900,For
7275901,For
7275902,For
7275904,For
7601808,For
7601817,For
7601809,For
7601810,For
7601811,Withhold
7601812,For
7601813,For
7601814,For
7601815,For
7601816,For
7601818,For
7601819,For
7601820,For
7601821,For
7601822,For
7601823,For
7601824,For
7601825,For
7601826,For
7601827,For
7949048,For
7949057,For
7949049,For
7949050,For
7949051,Withhold
7949052,For
7949053,For
7949054,For
7949055,For
7949056,For
7949058,Withhold
7949059,For
7949060,For
7949061,For
7949062,For
7949063,For
7949064,For
7949065,For
7949066,For
8290679,For
8290688,For
8290680,For
8290681,For
8290682,Withhold
8290683,For
8290684,For
8290685,For
8290686,For
8290687,For
8290689,For
8290690,For
8290691,For
8290692,For
8290693,For
8290694,For
8290695,For
8290696,For
8659911,For
8659920,For
8659912,For
8659913,Withhold
8659914,For
8659915,For
8659916,For
8659917,For
8659918,Withhold
8659919,For
8659921,For
8659922,For
8659923,For
8659924,For
8659925,For
8659926,For
9546528,For
9546537,For
9546529,For
9546530,For
9546531,For
9546532,For
9546533,For
9546534,For
9546535,For
9546536,Withhold
9546538,For
9546539,For
9546540,For
9546541,For
9546542,For
9546543,For
10010371,Withhold
10010380,Withhold
10010372,For
10010373,For
10010374,For
10010375,For
10010376,For
10010377,For
10010378,For
10010379,Withhold
10010381,For
10010382,For
10010383,For
10010384,For
10010385,For
10010386,For
10550906,Withhold
10550915,Withhold
10550907,For
10550908,For
10550909,For
10550910,For
10550911,For
10550912,For
10550913,For
10550914,For
10550916,For
10550917,For
10550918,For
10550919,For
10550920,For
10550921,For
10550922,For
10550923,For
11141853,For
11141862,For
11141854,For
11141855,For
11141856,For
11141857,For
11141858,For
11141859,For
11141860,For
11141861,For
11141863,For
11141864,For
11141865,For
11141866,For
11141867,1 Year
11141868,For
11141869,For
11841458,For
11841467,For
11841459,For
11841460,For
11841461,For
11841462,For
11841463,For
11841464,For
11841465,For
11841466,For
11841468,For
11841469,For
11841470,For
11841471,Withhold
11841472,Withhold
11841473,For
11841474,For
11841475,For
11841476,For
12570047,For
12570056,For
12570048,For
12570049,For
12570050,For
12570051,For
12570052,For
12570053,For
12570054,For
12570055,For
12570057,For
12570058,For
12570059,For
12570060,For
12570061,Withhold
12570062,Withhold
12570063,For
12570064,For
12570065,For
12570066,For
12570067,For
13264495,For
13264504,For
13264496,For
13264497,For
13264498,For
13264499,For
13264500,For
13264501,For
13264502,For
13264503,For
13264505,For
13264506,For
13264507,For
13264508,Withhold
13264509,Withhold
13264510,For
13264511,For
13264512,For
13264513,For
13961861,For
13961870,For
13961862,For
13961863,For
13961864,For
13961865,For
13961892,For
13961866,For
13961867,For
13961869,For
13961871,For
13961872,For
13961873,For
13961874,For
13961875,For
13961876,Withhold
13961877,For
13961868,For
13961878,For
13961879,For
13961880,For
7974086,Withhold
7974087,For
7974088,For
7316065,For
7316066,Withhold
7316067,For
7316068,For
7316069,For
7316070,For
7316071,For
7316072,For
7647441,For
7647450,For
7647442,For
7647443,For
7647444,For
7647445,For
7647446,For
7647447,For
7647448,For
7647449,For
7647451,For
7647452,For
7647453,For
7647454,For
8000599,For
8000600,For
8000601,For
8000602,For
8000603,For
8000604,For
8000605,For
8000606,For
8000607,For
8000608,For
8000609,For
8000610,For
8000611,For
8000612,For
8344969,For
8344970,For
8344971,For
8344972,For
8344973,For
8344974,For
8344975,For
8344976,For
8344977,For
8344978,For
8344979,For
8344980,For
8344981,1 Year
8344982,For
8344983,For
8344984,For
8736851,For
8736852,For
8736853,For
8736854,For
8736855,For
8736856,For
8736857,For
8736858,For
8736859,For
8736860,For
8736861,For
8736862,For
8736863,For
8736864,For
9166708,For
9166709,For
9166710,For
9166711,For
9166712,For
9166713,For
9166714,For
9166715,For
9166716,For
9166717,For
9166718,Against
9166719,For
9166720,For
9166721,For
9166722,For
9597297,For
9597298,For
9597299,For
9597300,For
9597301,For
9597302,For
9597303,For
9597304,For
9597305,For
9597306,For
9597307,Against
9597308,For
9597312,For
9597310,For
9597311,For
10096570,For
10096571,For
10096572,For
10096573,For
10096574,For
10096575,For
10096576,For
10096577,For
10096578,For
10096579,For
10096580,For
10096581,For
10096582,For
10617148,For
10617149,For
10617150,For
10617151,For
10617152,For
10617153,For
10617154,For
10617155,For
10617156,For
10617157,For
10617158,For
10617159,For
10617160,For
10617161,For
11223430,For
11223431,For
11223432,For
11223433,For
11223434,For
11223435,For
11223436,For
11223437,For
11223438,For
11223439,For
11223440,For
11223441,1 Year
11223442,For
11934284,For
11934285,For
11934286,For
11934287,For
11934288,For
11934289,For
11934290,For
11934291,For
11934292,For
11934293,For
11934294,For
11934295,For
11934296,For
11934297,For
12692233,For
12692234,For
12692235,For
12692236,For
12692237,For
12692238,For
12692239,For
12692240,For
12692241,For
12692242,For
12692243,For
12692244,For
12692245,For
12692246,For
12692247,Against
13308540,For
13308541,For
13308542,For
13308543,For
13308544,For
13308545,For
13308546,For
13308547,For
13308548,For
13308549,For
13308550,For
13308551,For
13308552,For
14084478,For
14084479,For
14084480,For
14084481,For
14084482,For
14084483,For
14084484,For
14084485,For
14084486,For
14084487,For
14084488,For
14084489,For
14084490,For
14084491,Against
7350093,For
7350094,For
7350095,For
7350096,For
7350097,For
7350098,For
7350099,For
7350100,For
7350101,For
7350102,For
7350103,For
7350104,For
7615579,For
7615580,For
7615581,For
7615582,For
7615583,For
7615584,Against
7615585,For
7615586,For
7615587,For
7615588,For
7615589,For
7615590,For
7615591,For
7615592,For
7615593,Against
7989773,For
7989774,For
7989775,For
7989776,For
7989777,For
7989778,For
7989779,For
7989780,For
7989781,For
7989782,For
7989783,For
7989784,For
8338391,For
8338392,For
8338393,For
8338394,For
8338395,For
8338396,For
8338397,For
8338398,Against
8338399,For
8338400,For
8338403,For
8338404,For
8338401,For
8338402,Against
8338405,1 Year
8338406,For
8338407,Against
8338408,Against
8702669,Against
8702670,For
8702671,For
8702672,For
8702673,For
8702674,Against
8702675,For
8702676,For
8702677,Against
8702678,Against
8702679,For
8702680,Against
8702681,For
8702682,Against
8702683,For
8702691,Against
9150169,Against
9150170,For
9150171,For
9150172,Against
9150173,For
9150174,Against
9150175,Against
9150176,For
9150177,For
9150178,Against
9150179,For
9150180,For
9150181,Against
9150182,For
9150183,For
10067790,For
10067791,For
10067792,For
10067793,For
10067794,For
10067795,For
10067796,For
10067797,For
10067798,For
10067799,For
10067800,For
10067801,For
10067802,For
10067824,For
10067825,For
10067826,For
10618349,For
10618350,Against
10618351,Against
10618352,For
10618353,For
10618354,For
10618355,For
